('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         819132 function calls (794845 primitive calls) in 3.462 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _models.py:515(Response)
        1    0.000    0.000    0.000    0.000 glob.py:527(_StringGlobber)
        1    0.000    0.000    0.000    0.000 sync.py:23(TLSinTLSStream)
        1    0.000    0.000    0.000    0.000 _local.py:482(Path)
       57    0.000    0.000    0.000    0.000 dataclasses.py:288(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
       23    0.000    0.000    0.000    0.000 enum.py:1445(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 glob.py:331(_Globber)
        1    0.000    0.000    0.001    0.001 message.py:660(_get_params_preserve)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
        1    0.000    0.000    0.000    0.000 client.py:819(HTTPConnection)
        1    0.000    0.000    0.000    0.000 mimetypes.py:424(_default_mime_types)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.002    0.001 http2.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.002    0.002 __meta__.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        1    0.000    0.000    0.002    0.002 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        1    0.000    0.000    0.209    0.209 _client.py:639(__init__)
       10    0.000    0.000    0.000    0.000 inspect.py:2813(__str__)
        1    0.000    0.000    0.040    0.040 _client.py:475(_build_redirect_request)
        2    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
        1    0.000    0.000    0.004    0.004 bz2.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _models.py:281(origin)
       98    0.000    0.000    0.000    0.000 dataclasses.py:705(_is_kw_only)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
       14    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        8    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x10cf916c0}
        1    0.000    0.000    0.004    0.004 _impl.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1389(_normalized_cookie_tuples)
       37    0.000    0.000    0.000    0.000 dataclasses.py:519(_field_assign)
       45    0.000    0.000    0.000    0.000 <frozen os>:734(__iter__)
        2    0.000    0.000    0.000    0.000 _models.py:328(__delitem__)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
       95    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
       49    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        6    0.000    0.000    0.001    0.000 http11.py:163(_send_event)
        7    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
        4    0.000    0.000    0.000    0.000 _decoders.py:233(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1486(_cookie_from_cookie_tuple)
        1    0.000    0.000    0.037    0.037 to_thread.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _client.py:340(build_request)
       76    0.000    0.000    0.000    0.000 dataclasses.py:411(<genexpr>)
        1    0.000    0.000    0.001    0.001 _receivebuffer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        9    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
        1    0.000    0.000    0.027    0.027 _policybase.py:1(<module>)
        1    0.000    0.000    0.175    0.175 css.py:1(<module>)
        7    0.000    0.000    0.000    0.000 parse.py:875(quote)
        1    0.000    0.000    0.000    0.000 idna.py:378(getregentry)
        2    0.000    0.000    0.001    0.000 socks_proxy.py:1(<module>)
        8    0.000    0.000    0.001    0.000 inspect.py:3066(from_callable)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        1    0.000    0.000    0.004    0.004 scanner.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        7    0.000    0.000    0.004    0.001 cookiejar.py:636(eff_request_host)
       19    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       19    0.000    0.000    0.000    0.000 typing.py:1665(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        2    0.000    0.000    0.000    0.000 idna.py:179(encode)
       44    0.000    0.000    0.000    0.000 dataclasses.py:673(<genexpr>)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
       54    0.000    0.000    0.000    0.000 _models.py:67(_normalize_header_key)
       32    0.000    0.000    0.000    0.000 dataclasses.py:591(_init_param)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    3.463    3.463 financial_enhanced.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:47(__init__)
        7    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
        1    0.000    0.000    0.003    0.003 _decoders.py:314(decode)
        1    0.000    0.000    0.000    0.000 _connection.py:155(__init__)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
       58    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.002    0.002 heapq.py:1(<module>)
        1    0.000    0.000    2.300    2.300 _api.py:174(get)
        3    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:600(__init__)
       44    0.000    0.000    0.000    0.000 <frozen os>:797(decode)
       36    0.000    0.000    0.000    0.000 typing.py:553(__repr__)
       54    0.000    0.000    0.000    0.000 _models.py:74(_normalize_header_value)
        1    0.000    0.000    2.669    2.669 financial_enhanced.py:58(main)
        3    0.000    0.000    0.001    0.000 request.py:344(_parse)
        8    0.000    0.000    0.000    0.000 __init__.py:280(finditer)
    16/10    0.000    0.000    0.000    0.000 typing.py:235(_type_repr)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        8    0.000    0.000    0.001    0.000 inspect.py:3342(signature)
       76    0.000    0.000    0.000    0.000 dataclasses.py:1172(<genexpr>)
       24    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2408(_SpecialForm)
        4    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
        2    0.000    0.000    0.002    0.001 _models.py:961(close)
        6    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        1    0.000    0.000    0.000    0.000 __init__.py:1302(ZipFile)
       35    0.000    0.000    0.000    0.000 typing.py:1742(<genexpr>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:886(_hash_add)
        1    0.000    0.000    0.000    0.000 request.py:287(Request)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1579(_IPv4Constants)
        4    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       13    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1027(__iter__)
      7/3    0.000    0.000    0.000    0.000 typing.py:1577(__repr__)
       65    0.000    0.000    0.000    0.000 filter.py:437(includes_everything)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:699(_get_content_decoder)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
       19    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       11    0.000    0.000    0.000    0.000 _models.py:195(raw)
        2    0.000    0.000    1.272    0.636 http11.py:170(_receive_response_headers)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       27    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.004    0.004 cookiejar.py:1188(domain_return_ok)
        3    0.000    0.000    0.033    0.011 request.py:271(request_host)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1246(CookieJar)
       24    0.000    0.000    0.001    0.000 dataclasses.py:1277(dataclass)
       18    0.000    0.000    0.000    0.000 enum.py:803(__members__)
        1    0.000    0.000    0.000    0.000 _signals.py:1(<module>)
        1    0.000    0.000    0.002    0.002 connection.py:170(close)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.036    0.036 _config.py:23(create_ssl_context)
        2    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        3    0.000    0.000    0.001    0.000 request.py:313(full_url)
        1    0.000    0.000    0.000    0.000 threading.py:869(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:517(_redirect_url)
        1    0.000    0.000    0.001    0.001 message.py:703(get_param)
       98    0.000    0.000    0.000    0.000 enum.py:248(__init__)
        1    0.000    0.000    0.002    0.002 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 anyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
        1    0.000    0.000    0.074    0.074 socket.py:960(getaddrinfo)
       16    0.000    0.000    0.000    0.000 request.py:371(add_header)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 __init__.py:102(CompleteDirs)
       64    0.000    0.000    0.000    0.000 element.py:1214(parents)
        1    0.000    0.000    0.000    0.000 _tempfile.py:220(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 _trace.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http11.py:344(close)
        2    0.000    0.000    0.000    0.000 _local.py:289(drive)
        2    0.000    0.000    0.002    0.001 hashlib.py:82(__get_builtin_constructor)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       61    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:47(ReceiveBuffer)
        9    0.000    0.000    0.000    0.000 enum.py:961(_find_data_repr_)
        2    0.000    0.000    0.000    0.000 warnings.py:576(__call__)
        1    0.000    0.000    0.000    0.000 _models.py:441(_prepare)
       53    0.000    0.000    0.000    0.000 element.py:2280(__eq__)
       16    0.000    0.000    0.000    0.000 inspect.py:1436(repl)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1297(_cookie_attrs)
        2    0.000    0.000    0.005    0.003 _models.py:1101(extract_cookies)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        7    0.000    0.000    0.000    0.000 enum.py:1216(_add_alias_)
        7    0.000    0.000    0.000    0.000 inspect.py:3284(__str__)
       25    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
       42    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
       25    0.000    0.000    0.000    0.000 inspect.py:386(isfunction)
       13    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 connection_pool.py:48(__init__)
        1    0.000    0.000    0.000    0.000 _fileio.py:38(AsyncFile)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        1    0.000    0.000    0.011    0.011 datetime.py:1(<module>)
        3    0.000    0.000    0.000    0.000 parse.py:1099(_splittype)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        4    0.000    0.000    0.000    0.000 <frozen os>:711(__getitem__)
        3    0.000    0.000    0.000    0.000 _urlparse.py:348(encode_host)
        1    0.000    0.000    0.000    0.000 ssl.py:661(verify_flags)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        1    0.000    0.000    0.002    0.002 error.py:1(<module>)
        4    0.000    0.000    0.000    0.000 sync.py:173(get_extra_info)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1161(return_ok_domain)
        3    0.000    0.000    0.000    0.000 threading.py:620(set)
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        2    0.000    0.000    0.000    0.000 functools.py:844(dispatch)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 _abnf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1846(LoggerAdapter)
        6    0.000    0.000    0.001    0.000 _connection.py:491(send)
        7    0.000    0.000    0.000    0.000 inspect.py:3082(replace)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _headers.py:75(Headers)
        1    0.000    0.000    0.000    0.000 _models.py:304(__setitem__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.017    0.017 core.py:21(where)
        6    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.082    0.082 ssl.py:1365(do_handshake)
        7    0.000    0.000    0.000    0.000 inspect.py:2121(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 _subprocesses.py:10(Process)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    2.086    2.086 _client.py:879(send)
        1    0.000    0.000    0.000    0.000 __init__.py:374(ZipInfo)
        1    0.000    0.000    0.003    0.003 _client.py:1293(__exit__)
        2    0.000    0.000    0.000    0.000 ssl.py:1225(send)
        3    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:580(__getitem__)
        1    0.000    0.000    0.005    0.005 _utils.py:30(get_environment_proxies)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1924(IPv6Address)
        1    0.000    0.000    0.082    0.082 ssl.py:449(wrap_socket)
        1    0.000    0.000    0.000    0.000 _functional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:478(CompletedProcess)
       11    0.000    0.000    0.000    0.000 request.py:357(get_full_url)
        1    0.000    0.000    0.334    0.334 _htmlparser.py:449(feed)
        3    0.000    0.000    0.000    0.000 _urlparse.py:200(__str__)
        1    0.000    0.000    0.000    0.000 threading.py:1350(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3884(TypeAliasType)
        3    0.000    0.000    0.000    0.000 connection.py:187(has_expired)
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
        2    0.000    0.000    0.000    0.000 http11.py:36(HTTPConnectionState)
        2    0.000    0.000    0.000    0.000 _writers.py:22(write_headers)
        3    0.000    0.000    0.000    0.000 http11.py:274(has_expired)
        1    0.000    0.000    0.001    0.001 _main.py:1(<module>)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        2    0.000    0.000    0.000    0.000 _models.py:274(update)
       25    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        7    0.000    0.000    0.000    0.000 inspect.py:2468(_descriptor_get)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       16    0.000    0.000    0.000    0.000 _typedattr.py:13(typed_attribute)
       16    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
       31    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:865(ZipExtFile)
        1    0.000    0.000    0.000    0.000 _models.py:139(Headers)
        2    0.000    0.000    0.000    0.000 _models.py:321(__init__)
        4    0.000    0.000    0.000    0.000 _connection.py:81(_body_framing)
        1    0.000    0.000    0.000    0.000 tls.py:61(TLSStream)
        1    0.000    0.000    0.000    0.000 _tempfile.py:120(NamedTemporaryFile)
        1    0.000    0.000    0.000    0.000 errors.py:108(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 _models.py:1079(Cookies)
       87    0.000    0.000    0.000    0.000 _policybase.py:313(header_store_parse)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    1.556    1.556 _client.py:930(_send_handling_auth)
        9    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       22    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       19    0.000    0.000    0.000    0.000 enum.py:1733(_simple_enum)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 functools.py:758(_compose_mro)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
       11    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
        1    0.000    0.000    0.001    0.001 _models.py:85(_parse_content_type_charset)
       17    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:945(pop)
        2    0.000    0.000    0.000    0.000 _models.py:771(has_redirect_location)
       24    0.000    0.000    0.000    0.000 dataclasses.py:429(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:276(FrameSummary)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        3    0.000    0.000    0.000    0.000 __init__.py:898(_addHandlerRef)
        6    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        3    0.000    0.000    0.000    0.000 _urlparse.py:167(authority)
       22    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 threading.py:674(Barrier)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        2    0.000    0.000    0.000    0.000 utils.py:357(unquote)
        1    0.000    0.000    0.000    0.000 calendar.py:60(Month)
        2    0.000    0.000    0.000    0.000 enum.py:1718(global_enum)
        2    0.000    0.000    0.000    0.000 _models.py:516(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        4    0.000    0.000    0.000    0.000 _models.py:371(__init__)
        7    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    2.087    2.087 _client.py:771(request)
       52    0.000    0.000    0.000    0.000 dataclasses.py:1111(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 __init__.py:921(Handler)
       87    0.000    0.000    0.000    0.000 _policybase.py:209(header_max_count)
        1    0.000    0.000    0.000    0.000 readers.py:23(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
        1    0.000    0.000    0.000    0.000 traceback.py:424(StackSummary)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 from_thread.py:145(BlockingPortal)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.017    0.017 _common.py:107(from_package)
        1    0.000    0.000    0.000    0.000 _events.py:40(Request)
        1    0.000    0.000    0.000    0.000 tempfile.py:860(TemporaryDirectory)
       14    0.000    0.000    0.000    0.000 dataclasses.py:328(__set_name__)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.015    0.015 _adapters.py:144(_reader)
        1    0.000    0.000    0.000    0.000 tls.py:33(TLSAttribute)
        1    0.000    0.000    0.204    0.204 _client.py:718(_init_transport)
        7    0.000    0.000    0.000    0.000 dataclasses.py:416(_tuple_str)
        1    0.000    0.000    0.000    0.000 _urls.py:420(QueryParams)
        1    0.000    0.000    0.000    0.000 _abc.py:55(ParserBase)
       10    0.000    0.000    0.000    0.000 __init__.py:819(__init__)
        3    0.000    0.000    0.001    0.000 parse.py:1120(_splithost)
        1    0.000    0.000    0.000    0.000 traceback.py:989(TracebackException)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.000    0.000 _connection.py:223(start_next_cycle)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        7    0.000    0.000    0.000    0.000 _synchronization.py:271(__exit__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3132(deprecated)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 _models.py:382(Request)
        1    0.000    0.000    0.000    0.000 __init__.py:1110(StreamHandler)
        5    0.000    0.000    0.000    0.000 typing.py:395(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 css_match.py:1499(SoupSieve)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        1    0.000    0.000    0.039    0.039 _models.py:1110(set_cookie_header)
        1    0.000    0.000    0.000    0.000 __init__.py:1462(Logger)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _local.py:117(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1685(URLopener)
        4    0.000    0.000    0.000    0.000 _writers.py:63(__call__)
        2    0.000    0.000    0.000    0.000 default.py:130(close)
        1    0.000    0.000    0.000    0.000 _client.py:162(BoundAsyncStream)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        2    0.000    0.000    0.000    0.000 inspect.py:399(_has_code_flag)
       24    0.000    0.000    0.000    0.000 dataclasses.py:351(__init__)
        4    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        1    0.000    0.000    0.000    0.000 http11.py:43(AsyncHTTP11Connection)
        7    0.000    0.000    0.000    0.000 inspect.py:2135(_signature_is_functionlike)
        1    0.000    0.000    0.001    0.001 request.py:910(AbstractBasicAuthHandler)
        1    0.000    0.000    0.334    0.334 parser.py:104(feed)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        3    0.000    0.000    0.000    0.000 typing.py:1776(__repr__)
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 _types.py:106(AsyncByteStream)
        1    0.000    0.000    0.000    0.000 message.py:981(MIMEPart)
       13    0.000    0.000    0.000    0.000 _headers.py:117(__getitem__)
        2    0.000    0.000    0.000    0.000 contextlib.py:309(asynccontextmanager)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 _decoders.py:311(__init__)
       10    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
        1    0.000    0.000    0.000    0.000 connection.py:38(AsyncHTTPConnection)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 _events.py:128(_ResponseBase)
        1    0.000    0.000    0.000    0.000 _urlparse.py:158(ParseResult)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       15    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        6    0.000    0.000    0.000    0.000 parse.py:692(unquote)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:689(timegm)
       44    0.000    0.000    0.000    0.000 __init__.py:613(__missing__)
        3    0.000    0.000    0.000    0.000 threading.py:592(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:61(BeautifulSoupHTMLParser)
        1    0.000    0.000    0.002    0.002 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 tls.py:266(TLSListener)
        1    0.000    0.000    0.000    0.000 _tasks.py:20(CancelScope)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        3    0.000    0.000    0.000    0.000 parse.py:1078(unwrap)
        2    0.000    0.000    0.000    0.000 _models.py:249(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
       44    0.000    0.000    0.000    0.000 inspect.py:2791(kind)
       11    0.000    0.000    0.000    0.000 typing.py:1127(_is_typevar_like)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
       21    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        1    0.000    0.000    0.000    0.000 _client.py:1275(__enter__)
        1    0.000    0.000    0.000    0.000 _client.py:546(_redirect_headers)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       13    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 cookiejar.py:1004(set_ok_path)
        1    0.000    0.000    0.000    0.000 memory.py:72(MemoryObjectReceiveStream)
        2    0.000    0.000    0.000    0.000 __init__.py:957(createLock)
        5    0.000    0.000    0.000    0.000 typing.py:2528(get_origin)
        1    0.000    0.000    0.000    0.000 _synchronization.py:607(CapacityLimiterAdapter)
        1    0.000    0.000    0.000    0.000 _synchronization.py:493(CapacityLimiter)
        1    0.000    0.000    0.000    0.000 http11.py:43(HTTP11Connection)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
       24    0.000    0.000    0.000    0.000 dataclasses.py:412(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        3    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
