('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         819132 function calls (794845 primitive calls) in 3.462 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       57    0.000    0.000    0.000    0.000 dataclasses.py:383(field)
        1    0.000    0.000    0.121    0.121 dammit.py:1(<module>)
        2    0.000    0.000    0.019    0.009 utils.py:1(<module>)
      268    0.000    0.000    0.000    0.000 _connection.py:205(our_state)
       69    0.000    0.000    0.001    0.000 css_types.py:251(__init__)
      274    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:190(_path_abspath)
      250    0.000    0.000    0.516    0.002 connection_pool.py:401(__iter__)
        3    0.000    0.000    0.035    0.012 request.py:289(__init__)
    42/30    0.000    0.000    0.042    0.001 css_parser.py:569(parse_pseudo_class)
    26/16    0.000    0.000    0.367    0.023 {built-in method builtins.__import__}
        2    0.000    0.000    1.276    0.638 http11.py:65(handle_request)
        2    0.000    0.000    0.001    0.000 glob.py:1(<module>)
       86    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        8    0.000    0.000    0.001    0.000 inspect.py:2373(_signature_from_function)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
      190    0.000    0.000    0.010    0.000 _parser.py:97(closegroup)
       28    0.000    0.000    0.002    0.000 typing.py:1748(__getitem__)
        1    0.000    0.000    0.148    0.148 sync.py:188(connect_tcp)
      249    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
        1    0.000    0.000    0.018    0.018 _types.py:1(<module>)
      209    0.000    0.000    0.001    0.000 typing.py:1639(<genexpr>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
      383    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.141    0.071 connection.py:1(<module>)
        2    0.000    0.000    0.009    0.004 _streams.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:415(decorator)
        3    0.000    0.000    0.002    0.001 _exceptions.py:1(<module>)
      407    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      128    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 _headers.py:150(normalize_and_validate)
        1    0.000    0.000    0.003    0.003 _status_codes.py:1(<module>)
  136/131    0.000    0.000    0.005    0.000 css_parser.py:375(_freeze_relations)
        1    0.000    0.000    0.024    0.024 socket.py:1(<module>)
      391    0.000    0.000    0.000    0.000 typing.py:1096(__eq__)
      273    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
       26    0.000    0.000    0.033    0.001 <frozen importlib._bootstrap_external>:1326(exec_module)
       83    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:758(_validate_hash_pyc)
      218    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        3    0.000    0.000    0.001    0.000 _urlparse.py:213(urlparse)
      250    0.000    0.000    0.517    0.002 _client.py:152(__iter__)
        1    0.000    0.000    0.231    0.231 connection.py:105(_connect)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1661(_ip_int_from_string)
       33    0.000    0.000    0.003    0.000 typing.py:806(Optional)
      247    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
      252    0.000    0.000    0.000    0.000 _connection.py:248(_server_switch_event)
      248    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
       30    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
        1    0.000    0.000    0.161    0.161 request.py:1(<module>)
      159    0.000    0.000    0.000    0.000 enum.py:199(__get__)
    38/29    0.000    0.000    0.042    0.001 css_parser.py:732(parse_pseudo_open)
       42    0.000    0.000    0.000    0.000 typing.py:2696(overload)
       46    0.000    0.000    0.001    0.000 _readers.py:64(_decode_header_lines)
       15    0.000    0.000    0.001    0.000 typing.py:1733(__getitem_inner__)
   132/99    0.000    0.000    0.022    0.000 typing.py:574(__getitem__)
       35    0.000    0.000    0.001    0.000 ipaddress.py:2307(__init__)
      160    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      250    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        1    0.000    0.000    0.003    0.003 <frozen ntpath>:1(<module>)
      278    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
       93    0.000    0.000    0.001    0.000 _util.py:84(validate)
        1    0.000    0.000    0.018    0.018 ssl.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:407(_fields_in_init_order)
       37    0.000    0.000    0.001    0.000 functools.py:544(decorating_function)
      281    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        3    0.000    0.000    0.000    0.000 typing.py:3112(_namedtuple_mro_entries)
      257    0.000    0.000    0.000    0.000 element.py:657(_last_descendant)
        1    0.000    0.000    0.092    0.092 client.py:1(<module>)
       89    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
        1    0.000    0.000    0.036    0.036 shutil.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _models.py:144(__init__)
      257    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
      202    0.000    0.000    0.000    0.000 _models.py:19(enforce_bytes)
        8    0.000    0.000    0.000    0.000 enum.py:1455(_missing_)
      100    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       45    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
       14    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        4    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
      344    0.000    0.000    0.000    0.000 _compiler.py:431(_get_iscased)
       24    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
      130    0.000    0.000    0.000    0.000 dataclasses.py:865(_set_new_attribute)
        1    0.000    0.000    0.082    0.082 ssl.py:990(_create)
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
       27    0.000    0.000    0.002    0.000 _readers.py:94(maybe_read_from_SEND_RESPONSE_server)
       40    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        2    0.000    0.000    0.596    0.298 _api.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _common.py:1(<module>)
        2    0.000    0.000    0.533    0.266 _models.py:876(read)
        1    0.000    0.000    0.007    0.007 parse.py:1(<module>)
      166    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       66    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       18    0.000    0.000    0.000    0.000 enum.py:983(_find_data_type_)
       54    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
      592    0.000    0.000    0.000    0.000 ssl.py:1117(_checkClosed)
      244    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      243    0.000    0.000    0.000    0.000 _models.py:166(encoding)
      191    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       87    0.000    0.000    0.000    0.000 message.py:425(__setitem__)
       24    0.000    0.000    0.018    0.001 dataclasses.py:1294(wrap)
        2    0.000    0.000    0.031    0.016 http11.py:1(<module>)
       65    0.000    0.000    0.000    0.000 element.py:2877(__init__)
        2    0.000    0.000    0.000    0.000 http_proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        1    0.000    0.000    0.306    0.306 element.py:1(<module>)
        1    0.000    0.000    0.001    0.001 models.py:1(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
      170    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       10    0.000    0.000    0.000    0.000 __init__.py:1361(getLogger)
        1    0.000    0.000    0.020    0.020 cd.py:1(<module>)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1930(__init__)
      150    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.004    0.004 memory.py:1(<module>)
        1    0.000    0.000    0.012    0.012 cookiejar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
       83    0.000    0.000    0.001    0.000 typing.py:1757(<genexpr>)
        6    0.000    0.000    0.000    0.000 _models.py:53(enforce_headers)
        2    0.000    0.000    1.508    0.754 default.py:230(handle_request)
        4    0.000    0.000    0.000    0.000 _models.py:231(multi_items)
       33    0.000    0.000    0.025    0.001 element.py:2723(find_all)
        2    0.000    0.000    0.003    0.001 <frozen codecs>:322(decode)
      218    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        2    0.000    0.000    0.011    0.005 _eventloop.py:1(<module>)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       86    0.000    0.000    0.000    0.000 __init__.py:305(escape)
       15    0.000    0.000    0.000    0.000 inspect.py:3014(__init__)
        1    0.000    0.000    0.004    0.004 _headers.py:1(<module>)
        1    0.000    0.000    0.003    0.003 stapled.py:1(<module>)
       22    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
      218    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        2    0.000    0.000    0.015    0.008 core.py:1(<module>)
       22    0.000    0.000    0.000    0.000 inspect.py:2726(__init__)
        1    0.000    0.000    0.006    0.006 base64.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:133(BeautifulSoup)
        1    0.000    0.000    0.056    0.056 _content.py:1(<module>)
        9    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
        1    0.000    0.000    0.007    0.007 _readers.py:1(<module>)
      134    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
        5    0.000    0.000    0.002    0.000 connection_pool.py:341(_close_connections)
        2    0.000    0.000    1.513    0.757 _client.py:1001(_send_single_request)
       58    0.000    0.000    0.002    0.000 _htmlparser.py:127(handle_startendtag)
       14    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.002    0.002 asgi.py:1(<module>)
        1    0.000    0.000    0.002    0.002 calendar.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _events.py:82(__init__)
       62    0.000    0.000    0.000    0.000 _status_codes.py:28(__new__)
       17    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        2    0.000    0.000    0.001    0.000 _tasks.py:1(<module>)
        9    0.000    0.000    0.001    0.000 typing.py:2054(__new__)
      318    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
        2    0.000    0.000    0.039    0.020 _models.py:383(__init__)
       15    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
       32    0.000    0.000    0.002    0.000 element.py:992(find_parent)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        1    0.000    0.000    0.000    0.000 _models.py:1257(add_unredirected_header)
        1    0.000    0.000    0.036    0.036 hashlib.py:1(<module>)
       14    0.000    0.000    0.003    0.000 hashlib.py:126(__get_openssl_constructor)
       98    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_classvar)
        1    0.000    0.000    0.000    0.000 _tempfile.py:1(<module>)
       32    0.000    0.000    0.002    0.000 element.py:1022(find_parents)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1096(return_ok)
      376    0.000    0.000    0.000    0.000 enum.py:1213(__init__)
        1    0.000    0.000    0.011    0.011 _events.py:1(<module>)
        1    0.000    0.000    0.005    0.005 subprocess.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http11.py:152(_send_request_body)
        1    0.000    0.000    0.002    0.002 tls.py:1(<module>)
        1    0.000    0.000    0.007    0.007 from_thread.py:1(<module>)
       16    0.000    0.000    0.072    0.004 css_parser.py:296(__init__)
      104    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      252    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.009    0.009 _typing.py:1(<module>)
        1    0.000    0.000    0.003    0.003 random.py:1(<module>)
      187    0.000    0.000    0.000    0.000 enum.py:432(<genexpr>)
        1    0.000    0.000    0.022    0.022 api.py:1(<module>)
        1    0.000    0.000    0.075    0.075 css_parser.py:418(CSSParser)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1512(__init__)
       28    0.000    0.000    0.000    0.000 _util.py:127(bytesify)
        2    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
       30    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
      102    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.347    0.347 _auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
       38    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
       14    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
    92/91    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _eventloop.py:56(AsyncBackend)
        1    0.000    0.000    0.001    0.001 _status_codes.py:8(codes)
      159    0.000    0.000    0.000    0.000 enum.py:1333(value)
        1    0.000    0.000    0.009    0.009 traceback.py:1(<module>)
       46    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
        1    0.000    0.000    0.001    0.001 default.py:1(<module>)
        9    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
       13    0.000    0.000    0.000    0.000 dataclasses.py:668(_frozen_get_del_attr)
        7    0.000    0.000    0.004    0.001 {method 'decode' of 'bytearray' objects}
       45    0.000    0.000    0.000    0.000 dataclasses.py:531(_field_init)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
       18    0.000    0.000    0.000    0.000 enum.py:942(_get_mixins_)
        4    0.000    0.000    0.000    0.000 _connection.py:72(_keep_alive)
        1    0.000    0.000    0.023    0.023 _connection.py:1(<module>)
        1    0.000    0.000    0.014    0.014 css_match.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        3    0.000    0.000    0.006    0.002 typing.py:2979(_make_nmtuple)
        1    0.000    0.000    0.008    0.008 _local.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
        2    0.000    0.000    1.508    0.754 connection_pool.py:199(handle_request)
        2    0.000    0.000    0.009    0.005 _subprocesses.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _writers.py:36(write_request)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:192(_Extra)
        1    0.000    0.000    0.002    0.002 lowlevel.py:1(<module>)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
        7    0.000    0.000    0.000    0.000 inspect.py:3287(format)
        9    0.000    0.000    0.000    0.000 enum.py:1010(_find_new_)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        2    0.000    0.000    0.040    0.020 parser.py:1(<module>)
        1    0.000    0.000    0.008    0.008 css_types.py:1(<module>)
       30    0.000    0.000    0.000    0.000 inspect.py:3061(<genexpr>)
        2    0.000    0.000    0.004    0.002 http11.py:140(_send_request_headers)
        3    0.000    0.000    0.000    0.000 __init__.py:1750(getEffectiveLevel)
        1    0.000    0.000    0.334    0.334 __init__.py:209(__init__)
        2    0.000    0.000    0.026    0.013 readers.py:1(<module>)
        4    0.000    0.000    0.000    0.000 connection_pool.py:270(_assign_requests_to_connections)
       19    0.000    0.000    0.001    0.000 typing.py:1719(__getitem__)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:466(parse_ns_headers)
        3    0.000    0.000    0.035    0.012 _models.py:1249(__init__)
        6    0.000    0.000    0.001    0.000 _connection.py:518(send_with_data_passthrough)
        4    0.000    0.000    0.000    0.000 _models.py:1270(info)
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        2    0.000    0.000    1.507    0.754 connection.py:69(handle_request)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       36    0.000    0.000    0.000    0.000 functools.py:66(wraps)
     12/1    0.000    0.000    0.000    0.000 functools.py:713(_c3_mro)
        2    0.000    0.000    0.007    0.004 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       84    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 message.py:73(_parseparam)
       72    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
       14    0.000    0.000    0.048    0.003 css_parser.py:1135(process_selectors)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
       16    0.000    0.000    0.000    0.000 _connection.py:308(_get_io_object)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.005    0.005 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
       98    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
        1    0.000    0.000    0.046    0.046 tempfile.py:1(<module>)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        8    0.000    0.000    0.004    0.000 _htmlparser.py:226(handle_charref)
        5    0.000    0.000    0.001    0.000 _urls.py:77(__init__)
        1    0.000    0.000    0.001    0.001 _state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fileio.py:218(Path)
        1    0.000    0.000    0.000    0.000 __init__.py:203(Path)
        3    0.000    0.000    0.001    0.000 cookiejar.py:1015(set_ok_domain)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.027    0.027 _urls.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        1    0.000    0.000    0.009    0.009 header.py:1(<module>)
       12    0.000    0.000    0.000    0.000 functools.py:686(_c3_merge)
      218    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
        1    0.000    0.000    0.000    0.000 _abc.py:101(PurePathBase)
       22    0.000    0.000    0.000    0.000 _receivebuffer.py:87(maybe_extract_next_line)
        1    0.000    0.000    0.009    0.009 selectors.py:1(<module>)
        2    0.000    0.000    0.005    0.002 cookiejar.py:1680(extract_cookies)
       10    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
        1    0.000    0.000    0.038    0.038 _fileio.py:1(<module>)
        2    0.000    0.000    0.001    0.000 mock.py:1(<module>)
       15    0.000    0.000    0.001    0.000 typing.py:1715(copy_with)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 css.py:44(CSS)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        9    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       98    0.000    0.000    0.000    0.000 dataclasses.py:699(_is_initvar)
        1    0.000    0.000    0.003    0.003 sync.py:1(<module>)
        1    0.000    0.000    0.004    0.004 cookiejar.py:1272(_cookies_for_domain)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
        8    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
        1    0.000    0.000    0.007    0.007 decoder.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.001    0.001 _writers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _connection.py:139(Connection)
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      102    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        5    0.000    0.000    0.000    0.000 typing.py:812(Literal)
       25    0.000    0.000    0.000    0.000 {method '__typing_prepare_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       19    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
        1    0.000    0.000    0.148    0.148 socket.py:822(create_connection)
        3    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
        9    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
        2    0.000    0.000    0.000    0.000 connection_pool.py:409(close)
        7    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 element.py:1577(Tag)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       15    0.000    0.000    0.000    0.000 __init__.py:1764(isEnabledFor)
       17    0.000    0.000    0.000    0.000 inspect.py:1434(formatannotation)
        1    0.000    0.000    0.019    0.019 ssl.py:682(create_default_context)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.006    0.006 _models.py:641(text)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
        1    0.000    0.000    0.000    0.000 default.py:217(__enter__)
        1    0.000    0.000    0.123    0.123 formatter.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        9    0.000    0.000    0.000    0.000 enum.py:932(_check_for_existing_members_)
       18    0.000    0.000    0.000    0.000 inspect.py:1803(_shadowed_dict)
       59    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _util.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
        1    0.000    0.000    0.007    0.007 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 calendar.py:96(_localized_month)
       60    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 __init__.py:1409(_fixupParents)
        1    0.000    0.000    0.001    0.001 _decoders.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _headers.py:205(get_comma_header)
        6    0.000    0.000    0.000    0.000 sync.py:130(write)
        9    0.000    0.000    0.000    0.000 _readers.py:127(__call__)
       15    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
        1    0.000    0.000    0.008    0.008 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
        4    0.000    0.000    0.000    0.000 _events.py:337(__init__)
      141    0.000    0.000    0.000    0.000 enum.py:917(<lambda>)
        7    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:189(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2383(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        1    0.000    0.000    0.037    0.037 css_parser.py:316(__init__)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
        1    0.000    0.000    0.019    0.019 lzma.py:1(<module>)
       27    0.000    0.000    0.000    0.000 enum.py:1435(_iter_member_by_value_)
        1    0.000    0.000    0.002    0.002 message.py:135(Message)
       25    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
       80    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
        1    0.000    0.000    0.001    0.001 mimetypes.py:1(<module>)
        1    0.000    0.000    0.005    0.005 cookiejar.py:1356(add_cookie_header)
       45    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      103    0.000    0.000    0.000    0.000 enum.py:795(<genexpr>)
        1    0.000    0.000    1.556    1.556 _client.py:964(_send_handling_redirects)
        2    0.000    0.000    0.000    0.000 _events.py:137(__init__)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:758(Popen)
        1    0.000    0.000    0.002    0.002 idna.py:1(<module>)
        1    0.000    0.000    0.001    0.001 abc.py:1(<module>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 _typedattr.py:1(<module>)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1599(make_cookies)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        5    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
       21    0.000    0.000    0.000    0.000 inspect.py:2001(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 request.py:2495(getproxies_environment)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        2    0.000    0.000    0.000    0.000 _models.py:1228(__bool__)
        2    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
        1    0.000    0.000    0.003    0.003 _abc.py:1(<module>)
       14    0.000    0.000    0.000    0.000 inspect.py:1777(_check_class)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
       70    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 charset.py:1(<module>)
    60/30    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        3    0.000    0.000    0.000    0.000 _utils.py:8(is_socket_readable)
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
        2    0.000    0.000    0.000    0.000 http11.py:238(_response_closed)
        1    0.000    0.000    0.032    0.032 feedparser.py:1(<module>)
        7    0.000    0.000    0.000    0.000 parse.py:951(quote_from_bytes)
        2    0.000    0.000    0.000    0.000 _models.py:252(get_list)
        1    0.000    0.000    0.083    0.083 sync.py:144(start_tls)
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        1    0.000    0.000    0.204    0.204 default.py:136(__init__)
       54    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
        1    0.000    0.000    0.002    0.002 connection_pool.py:347(close)
        1    0.000    0.000    0.000    0.000 _urls.py:15(URL)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    2.300    2.300 _api.py:39(request)
        1    0.000    0.000    0.001    0.001 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:533(get_all)
        3    0.000    0.000    0.000    0.000 _models.py:1084(__init__)
        5    0.000    0.000    0.000    0.000 _models.py:202(keys)
       29    0.000    0.000    0.000    0.000 element.py:2181(get_attribute_list)
