('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         806537 function calls (782076 primitive calls) in 3.383 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.072    0.072 client.py:1(<module>)
  136/131    0.000    0.000    0.001    0.000 css_parser.py:375(_freeze_relations)
      225    0.000    0.000    0.000    0.000 <frozen os>:734(__iter__)
      134    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        2    0.000    0.000    0.005    0.003 parser.py:56(parsestr)
       22    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
       38    0.000    0.000    0.001    0.000 functools.py:544(decorating_function)
       70    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
      255    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
      376    0.000    0.000    0.000    0.000 typing.py:1427(<genexpr>)
       70    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       52    0.000    0.000    0.000    0.000 ipaddress.py:1930(__init__)
       43    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
        1    0.000    0.000    0.094    0.094 connectionpool.py:1(<module>)
       13    0.000    0.000    0.001    0.000 <frozen _collections_abc>:979(update)
        2    0.000    0.000    0.013    0.006 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1361(_real_close)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.006    0.006 _common.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        1    0.000    0.000    0.029    0.029 adapters.py:1(<module>)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
       41    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
        2    0.000    0.000    0.179    0.090 client.py:213(_read_headers)
        1    0.000    0.000    0.022    0.022 cookiejar.py:1(<module>)
        1    0.000    0.000    0.008    0.008 pretty.py:1(<module>)
      305    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
        2    0.000    0.000    0.002    0.001 _collections.py:335(extend)
        1    0.000    0.000    0.023    0.023 url.py:1(<module>)
       65    0.000    0.000    0.000    0.000 element.py:2877(__init__)
       55    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
       66    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        9    0.000    0.000    0.001    0.000 cookiejar.py:949(set_ok)
       23    0.000    0.000    0.002    0.000 typing.py:806(Optional)
      228    0.000    0.000    0.000    0.000 <frozen os>:797(decode)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
      160    0.000    0.000    0.000    0.000 enum.py:1333(value)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1389(_normalized_cookie_tuples)
      2/1    0.000    0.000    2.363    2.363 sessions.py:673(send)
       69    0.000    0.000    0.000    0.000 enum.py:760(__delattr__)
       58    0.000    0.000    0.001    0.000 <frozen _collections_abc>:808(get)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1486(_cookie_from_cookie_tuple)
    38/29    0.000    0.000    0.017    0.001 css_parser.py:732(parse_pseudo_open)
       69    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       24    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
        2    0.000    0.000    1.184    0.592 connection.py:485(getresponse)
    80/57    0.000    0.000    0.005    0.000 typing.py:574(__getitem__)
       52    0.000    0.000    0.000    0.000 feedparser.py:79(readline)
        1    0.000    0.000    0.036    0.036 ssl_.py:1(<module>)
        2    0.000    0.000    0.004    0.002 core.py:1(<module>)
      201    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      224    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       33    0.000    0.000    0.025    0.001 element.py:2723(find_all)
       69    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
       21    0.000    0.000    0.001    0.000 ipaddress.py:1512(__init__)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
      115    0.000    0.000    0.001    0.000 typing.py:1639(<genexpr>)
        4    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
      3/2    0.000    0.000    1.305    0.652 sessions.py:159(resolve_redirects)
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
  124/106    0.000    0.000    0.000    0.000 typing.py:1443(__hash__)
        1    0.000    0.000    0.002    0.002 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:133(BeautifulSoup)
        1    0.000    0.000    2.727    2.727 financial.py:59(main)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
       93    0.000    0.000    0.000    0.000 typing.py:1122(_is_unpacked_typevartuple)
        9    0.000    0.000    0.000    0.000 __init__.py:1361(getLogger)
       58    0.000    0.000    0.002    0.000 _htmlparser.py:127(handle_startendtag)
        2    0.000    0.000    0.001    0.000 connection.py:369(request)
        6    0.000    0.000    0.001    0.000 cookiejar.py:1599(make_cookies)
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.794    0.794 connection.py:669(connect)
       11    0.000    0.000    0.000    0.000 client.py:1294(putheader)
       14    0.000    0.000    0.000    0.000 enum.py:983(_find_data_type_)
       43    0.000    0.000    0.001    0.000 _collections.py:300(add)
       32    0.000    0.000    0.002    0.000 element.py:992(find_parent)
        1    0.000    0.000    0.001    0.001 dammit.py:734(UnicodeDammit)
      265    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.004    0.004 random.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        4    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
       49    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       25    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
       21    0.000    0.000    0.000    0.000 parse.py:951(quote_from_bytes)
        2    0.000    0.000    1.176    0.588 client.py:324(begin)
        8    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.002    0.002 poolmanager.py:1(<module>)
       32    0.000    0.000    0.002    0.000 element.py:1022(find_parents)
        2    0.000    0.000    1.979    0.989 connectionpool.py:592(urlopen)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       58    0.000    0.000    0.000    0.000 typing.py:351(_deduplicate)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        1    0.000    0.000    0.058    0.058 compat.py:1(<module>)
        6    0.000    0.000    0.002    0.000 cookiejar.py:1680(extract_cookies)
        2    0.000    0.000    0.002    0.001 _collections.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
      118    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.031    0.031 sessions.py:1(<module>)
        1    0.000    0.000    0.022    0.022 cd.py:1(<module>)
        1    0.000    0.000    0.018    0.018 css_match.py:1(<module>)
        2    0.000    0.000    0.055    0.027 api.py:1(<module>)
     12/1    0.000    0.000    0.000    0.000 functools.py:713(_c3_mro)
       42    0.000    0.000    0.377    0.009 response.py:1044(stream)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        7    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
        3    0.000    0.000    0.001    0.000 request.py:2569(_proxy_bypass_macosx_sysconf)
        2    0.000    0.000    1.981    0.990 adapters.py:613(send)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
      170    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:2373(_signature_from_function)
       70    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        1    0.000    0.000    0.002    0.002 ssl_.py:225(create_urllib3_context)
        1    0.000    0.000    0.321    0.321 __init__.py:209(__init__)
      170    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
       12    0.000    0.000    0.000    0.000 functools.py:686(_c3_merge)
       25    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        2    0.000    0.000    1.978    0.989 connectionpool.py:377(_make_request)
       19    0.000    0.000    0.000    0.000 typing.py:2696(overload)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        3    0.000    0.000    0.000    0.000 url.py:367(parse_url)
       14    0.000    0.000    0.002    0.000 hashlib.py:126(__get_openssl_constructor)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       69    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        7    0.000    0.000    0.000    0.000 typing.py:1733(__getitem_inner__)
        1    0.000    0.000    0.005    0.005 selectors.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
        1    0.000    0.000    0.006    0.006 _typing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       42    0.000    0.000    0.377    0.009 models.py:816(generate)
        8    0.000    0.000    0.001    0.000 typing.py:2054(__new__)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
       51    0.000    0.000    0.000    0.000 enum.py:1435(_iter_member_by_value_)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
       40    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
       43    0.000    0.000    0.000    0.000 message.py:515(set_raw)
        1    0.000    0.000    0.001    0.001 mimetypes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
        2    0.000    0.000    0.004    0.002 readers.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
       12    0.000    0.000    0.003    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.003    0.003 base64.py:1(<module>)
        8    0.000    0.000    0.000    0.000 message.py:600(get_content_type)
      146    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        6    0.000    0.000    0.000    0.000 response.py:741(_error_catcher)
        1    0.000    0.000    0.015    0.015 header.py:1(<module>)
    32/16    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        7    0.000    0.000    0.000    0.000 enum.py:1010(_find_new_)
        8    0.000    0.000    0.003    0.000 _htmlparser.py:226(handle_charref)
       32    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       52    0.000    0.000    0.000    0.000 feedparser.py:129(__next__)
       14    0.000    0.000    0.022    0.002 css_parser.py:1135(process_selectors)
       12    0.000    0.000    0.000    0.000 queue.py:140(put)
       16    0.000    0.000    0.056    0.003 css_parser.py:296(__init__)
        1    0.000    0.000    0.007    0.007 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
      176    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
      125    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 element.py:1577(Tag)
        3    0.000    0.000    0.000    0.000 typing.py:1207(_generic_class_getitem)
        2    0.000    0.000    0.002    0.001 glob.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x10379b9c0}
        6    0.000    0.000    0.002    0.000 cookies.py:124(extract_cookies_to_jar)
       21    0.000    0.000    0.000    0.000 parse.py:875(quote)
       10    0.000    0.000    0.001    0.000 structures.py:40(__init__)
        2    0.000    0.000    0.048    0.024 parser.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
      120    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
       10    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.084    0.084 _request_methods.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    0.003    0.003 ipaddress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        2    0.000    0.000    0.991    0.495 client.py:291(_read_status)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        8    0.000    0.000    0.000    0.000 __init__.py:1409(_fixupParents)
       11    0.000    0.000    0.000    0.000 connection.py:355(putheader)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        8    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        2    0.000    0.000    0.006    0.003 message.py:487(items)
        1    0.000    0.000    0.058    0.058 css_parser.py:418(CSSParser)
        2    0.000    0.000    0.000    0.000 client.py:1138(putrequest)
      269    0.000    0.000    0.000    0.000 enum.py:1213(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        5    0.000    0.000    0.000    0.000 feedparser.py:102(push)
       13    0.000    0.000    0.000    0.000 queue.py:180(get)
        2    0.000    0.000    0.003    0.001 __init__.py:71(search_function)
        1    0.000    0.000    0.010    0.010 _htmlparser.py:1(<module>)
       14    0.000    0.000    0.000    0.000 enum.py:942(_get_mixins_)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.004    0.004 message.py:1(<module>)
        1    0.000    0.000    0.092    0.092 formatter.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        9    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:1748(__getitem__)
        1    0.000    0.000    0.501    0.501 ssl.py:990(_create)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
       98    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
       20    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
       19    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
        1    0.000    0.000    0.005    0.005 decoder.py:1(<module>)
       12    0.000    0.000    0.000    0.000 copy.py:62(copy)
        9    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
        1    0.000    0.000    0.007    0.007 retry.py:1(<module>)
        2    0.000    0.000    0.002    0.001 utils.py:204(get_netrc_auth)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       12    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
        1    0.000    0.000    0.004    0.004 lzma.py:1(<module>)
        1    0.000    0.000    0.055    0.055 _base_connection.py:1(<module>)
        1    0.000    0.000    0.001    0.001 difflib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        1    0.000    0.000    0.005    0.005 filepost.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:577(__init__)
        2    0.000    0.000    0.001    0.001 adapters.py:359(build_response)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
       12    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:316(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
      170    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
    70/39    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       12    0.000    0.000    0.001    0.000 cookiejar.py:726(is_third_party)
       22    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
      170    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
        1    0.000    0.000    0.003    0.003 sessions.py:457(prepare_request)
        2    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        3    0.000    0.000    0.008    0.003 utils.py:765(should_bypass_proxies)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2383(_IPv6Constants)
       26    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
        2    0.000    0.000    0.000    0.000 models.py:658(__init__)
        1    0.000    0.000    0.501    0.501 connection.py:846(_ssl_wrap_socket_and_match_hostname)
        1    0.000    0.000    0.000    0.000 mimetypes.py:424(_default_mime_types)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        1    0.000    0.000    0.006    0.006 queue.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        1    0.000    0.000    0.004    0.004 _local.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1579(_IPv4Constants)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
       36    0.000    0.000    0.000    0.000 cookiejar.py:535(is_HDN)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        1    0.000    0.000    0.292    0.292 connection.py:192(_new_conn)
        2    0.000    0.000    0.006    0.003 client.py:231(_parse_header_lines)
       10    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
        8    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        2    0.000    0.000    0.002    0.001 _collections.py:240(__init__)
      104    0.000    0.000    0.000    0.000 enum.py:917(<lambda>)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
       58    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       51    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
       35    0.000    0.000    0.000    0.000 cookies.py:49(get_full_url)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        5    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.001    0.001 status_codes.py:1(<module>)
        1    0.000    0.000    2.373    2.373 sessions.py:500(request)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1246(CookieJar)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        9    0.000    0.000    0.000    0.000 cookiejar.py:1004(set_ok_path)
        7    0.000    0.000    0.000    0.000 enum.py:932(_check_for_existing_members_)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
       28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       24    0.000    0.000    0.000    0.000 functools.py:66(wraps)
        1    0.000    0.000    0.000    0.000 inspect.py:2477(_signature_from_callable)
       24    0.000    0.000    0.000    0.000 <frozen os>:793(encode)
       12    0.000    0.000    0.000    0.000 cookiejar.py:691(reach)
        1    0.000    0.000    0.039    0.039 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        2    0.000    0.000    0.000    0.000 response.py:864(_raw_read)
        8    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        1    0.000    0.000    0.000    0.000 client.py:819(HTTPConnection)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        1    0.000    0.000    0.122    0.122 css.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.001    0.001 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
       26    0.000    0.000    0.000    0.000 enum.py:1445(_iter_member_by_def_)
        1    0.000    0.000    0.292    0.292 connection.py:27(create_connection)
        1    0.000    0.000    0.001    0.001 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.001    0.001 timeout.py:1(<module>)
        7    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
        1    0.000    0.000    0.002    0.002 charset.py:1(<module>)
       12    0.000    0.000    0.000    0.000 cookies.py:43(get_host)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:352(Distribution)
        1    0.000    0.000    0.003    0.003 fields.py:1(<module>)
       13    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:869(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:1719(__getitem__)
        2    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
        6    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        2    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        4    0.000    0.000    0.001    0.000 typing.py:1374(__instancecheck__)
       29    0.000    0.000    0.000    0.000 element.py:2181(get_attribute_list)
       43    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
        7    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1096(return_ok)
        2    0.000    0.000    1.176    0.588 client.py:1386(getresponse)
       21    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        5    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x1039e0d60}
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        1    0.000    0.000    0.002    0.002 heapq.py:1(<module>)
       32    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 _local.py:482(Path)
        1    0.000    0.000    0.000    0.000 queue.py:40(Queue)
        1    0.000    0.000    0.036    0.036 _policybase.py:1(<module>)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        1    0.000    0.000    0.002    0.002 idna.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        1    0.000    0.000    0.000    0.000 response.py:301(BaseHTTPResponse)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
       24    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        9    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        1    0.000    0.000    3.383    3.383 financial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:916(read)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
       15    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
        1    0.000    0.000    0.000    0.000 calendar.py:96(_localized_month)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 __init__.py:203(Path)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
        1    0.000    0.000    0.000    0.000 connection.py:548(HTTPSConnection)
       30    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        6    0.000    0.000    0.000    0.000 calendar.py:689(timegm)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _internal_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 models.py:351(prepare)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        7    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
        4    0.000    0.000    0.000    0.000 threading.py:281(__init__)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        2    0.000    0.000    0.000    0.000 client.py:396(_check_close)
        1    0.000    0.000    0.031    0.031 css_parser.py:316(__init__)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
        2    0.000    0.000    0.000    0.000 typing.py:415(decorator)
        1    0.000    0.000    0.003    0.003 _abc.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
        5    0.000    0.000    0.002    0.000 feedparser.py:173(feed)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
       16    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
        3    0.000    0.000    0.000    0.000 idna.py:179(encode)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
        1    0.000    0.000    0.003    0.003 bz2.py:1(<module>)
        1    0.000    0.000    0.003    0.003 scanner.py:1(<module>)
        3    0.000    0.000    0.007    0.002 request.py:2660(proxy_bypass_macosx_sysconf)
        5    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
