"id","created_at","name","has_test","alternate_url"
"115989885","2025-02-17T09:41:42+0300",-,false,"https://hh.ru/vacancy/115989885"
"117336243","2025-02-17T10:48:23+0300",Junior,false,"https://hh.ru/vacancy/117336243"
