"id","created_at","name","has_test","alternate_url"
"117666474","2025-02-25T09:35:51+0300",-, Data Analyst / Data Scientist",false,"https://hh.ru/vacancy/117666474"
"116880559","2025-02-25T09:42:27+0300",-,false,"https://hh.ru/vacancy/116880559"
"117464807","2025-02-25T10:41:40+0300",-,false,"https://hh.ru/vacancy/117464807"
"117685818","2025-02-25T13:56:06+0300",Junior,false,"https://hh.ru/vacancy/117685818"
"116715262","2025-02-25T18:30:15+0300",-,false,"https://hh.ru/vacancy/116715262"
"116715261","2025-02-25T18:30:40+0300",-,false,"https://hh.ru/vacancy/116715261"
